word	pos	proper
prattler	n	0
praunus	n	1
pravachol	n	1
prawn	nv	0
praxis	n	0
praxiteles	n	1
pray	v	0
praya	n	0
prayer	n	0
prayerbook	n	0
prayerful	a	0
prazosin	n	0
prc	n	1
preach	v	0
preacher	n	0
preachify	v	0
preaching	n	0
preachment	n	0
preachy	a	0
preakness	n	1
preamble	nv	0
preanal	a	0
prearrange	v	0
prebend	n	0
prebendary	n	0
precarious	a	0
precast	a	0
precative	a	0
precatory	a	0
precaution	n	0
precava	n	0
precede	v	0
precedence	n	0
precedency	n	0
precedent	an	0
precentor	n	0
precept	n	0
preceptor	n	0
precess	v	0
precession	n	0
precinct	n	0
preciosity	n	0
precious	ar	0
preciously	r	0
precipice	n	0
precipitin	n	0
precis	nv	0
precise	a	0
precisely	r	0
precision	n	0
preclude	v	0
preclusion	n	0
preclusive	a	0
precocial	a	0
precocious	a	0
precocity	n	0
precook	v	0
precooked	a	0
precooled	a	0
precordial	a	0
precordium	n	0
precursor	n	0
precursory	a	0
predaceous	a	0
predacious	a	0
predate	v	0
predation	n	0
predator	n	0
predatory	a	0
predecease	v	0
predestine	v	0
predicate	nv	0
predicator	n	0
predict	v	0
prediction	n	0
predictive	a	0
predictor	n	0
predigest	v	0
predispose	v	0
prednisone	n	0
preemie	n	0
preeminent	a	0
preempt	nv	0
preemption	n	0
preemptive	a	0
preemptor	n	0
preen	v	0
preexist	v	0
prefab	an	0
preface	nv	0
prefaded	a	0
prefatory	a	0
prefect	n	0
prefecture	n	0
prefer	v	0
preferable	a	0
preferably	r	0
preference	n	0
preferent	a	0
preferment	n	0
preferred	a	0
prefigure	v	0
prefix	nv	0
preform	v	0
prefrontal	a	0
pregnancy	n	0
pregnant	a	0
preheat	v	0
prehend	v	0
prehensile	a	0
prehension	n	0
prehensor	n	0
prehistory	n	0
preisolate	v	0
prejudge	v	0
prejudice	nv	0
prejudiced	a	0
prelacy	n	0
prelate	n	0
prelature	n	0
prelim	n	0
prelims	n	0
prelone	n	1
prelude	nv	0
premarital	a	0
premature	a	0
premedical	a	0
premie	n	0
premier	anv	0
premiere	anv	0
premise	nv	0
premises	n	0
premiss	nv	0
premium	an	0
premix	n	0
premolar	n	0
prenanthes	n	1
prenatal	a	0
prenominal	a	0
prentice	n	0
prenuptial	a	0
preoccupy	v	0
preordain	v	0
prep	n	0
prepacked	a	0
prepaid	a	0
prepare	v	0
prepared	a	0
prepay	v	0
prepayment	n	0
prepose	v	0
prepossess	v	0
prepotency	n	0
prepuberty	n	0
prepuce	n	0
prepupal	a	0
prerecord	v	0
presage	nv	0
presbyope	n	0
presbyopia	n	0
presbyopic	a	0
presbyter	n	0
presbytery	n	0
presbytes	n	1
preschool	n	0
prescience	n	0
prescient	a	0
prescott	n	1
prescribe	v	0
prescribed	a	0
prescript	n	0
preseason	n	0
presence	n	0
present	anv	0
presenter	n	0
presentism	n	0
presentist	n	0
presently	r	0
preserve	nv	0
preserved	a	0
preserver	n	0
preserves	n	0
preset	a	0
preside	v	0
presidency	n	0
president	n	0
presidio	n	0
presidium	n	0
presley	n	1
press	nv	0
pressburg	n	1
pressed	a	0
pressing	an	0
pressingly	r	0
pressman	n	0
pressmark	n	0
pressor	an	0
pressure	nv	0
pressurise	v	0
pressurize	v	0
prestige	n	0
presto	ar	0
presumable	a	0
presumably	r	0
presume	v	0
presuppose	v	0
preteen	an	0
pretence	n	0
pretend	anv	0
pretended	a	0
pretender	n	0
pretending	n	0
pretense	n	0
pretension	n	0
preterist	n	0
preterit	n	0
preterite	n	0
pretermit	v	0
pretext	n	0
pretor	n	0
pretoria	n	1
pretorial	a	0
pretorian	a	0
pretorium	n	0
pretrial	n	0
prettify	v	0
prettily	r	0
prettiness	n	0
pretty	ar	0
pretzel	n	0
preussen	n	1
prevacid	n	1
prevail	v	0
prevailing	a	0
prevalence	n	0
prevalent	a	0
prevenient	a	0
prevent	v	0
prevention	n	0
preventive	an	0
preview	nv	0
previously	r	0
previse	v	0
prevision	n	0
prevue	n	0
prewar	a	0
prexy	n	0
prey	nv	0
priam	n	1
priapic	a	0
priapism	n	0
priapus	n	1
price	nv	0
priceless	a	0
pricey	a	0
pricing	n	0
prick	nv	0
pricker	n	0
pricket	n	0
pricking	n	0
prickle	nv	0
prickling	n	0
prickly	a	0
pricy	a	0
pride	nv	0
prideful	a	0
priest	n	0
priestess	n	0
priesthood	n	0
priestley	n	1
priestlike	a	0
priestly	a	0
prig	n	0
priggish	a	0
priggishly	r	0
prilosec	n	1
prim	av	0
prima	n	1
primacy	n	0
primaeval	a	0
primal	a	0
primality	n	0
primaquine	n	0
primarily	r	0
primary	an	0
primate	n	0
primates	n	1
primaxin	n	1
prime	anv	0
primer	n	0
primeval	a	0
primidone	n	0
priming	n	0
primipara	n	0
primitive	an	0
primly	r	0
primness	n	0
primo	an	0
primordial	a	0
primordium	n	0
primp	v	0
primping	n	0
primrose	n	0
primula	n	0
primulales	n	1
primus	n	0
prince	n	0
princedom	n	0
princeling	n	0
princely	a	0
princess	n	0
princeton	n	1
princewood	n	0
principal	n	0
principe	n	1
principen	n	1
principle	n	0
principled	a	0
prinia	n	1
prinival	n	1
prink	v	0
print	nv	0
printable	a	0
printer	n	0
printing	n	0
printmaker	n	0
printout	n	0
priodontes	n	1
prion	n	0
prionace	n	1
prionotus	n	1
prior	n	0
prioress	n	0
prioritise	v	0
prioritize	v	0
priority	n	0
priorship	n	0
priory	n	0
priscoan	n	1
prise	v	0
prism	n	0
prismatic	a	0
prismatoid	n	0
prismoid	n	0
prison	n	0
prisoner	n	0
prisonlike	a	0
prissily	r	0
prissy	a	0
pristidae	n	1
pristine	a	0
pristis	n	1
pritzelago	n	1
privacy	n	0
private	an	0
privateer	n	0
privately	r	0
privates	n	0
privation	n	0
privatise	v	0
privatize	v	0
privet	n	0
privilege	nv	0
privileged	a	0
privily	r	0
privine	n	1
privy	an	0
prize	anv	0
prizefight	nv	0
prn	r	1
pro	anr	0
proactive	a	0
probable	an	0
probably	r	0
probate	nv	0
probation	n	0
probative	a	0
probatory	a	0
probe	nv	0
probenecid	n	0
probing	a	0
probiotic	n	0
probity	n	0
problem	n	0
proboscis	n	0
procaine	n	0
procardia	n	1
procaryote	n	0
procavia	n	1
procedural	a	0
procedure	n	0
proceed	v	0
proceeding	n	0
proceeds	n	0
process	nv	0
processed	a	0
processing	n	0
procession	n	0
processor	n	0
proclaim	v	0
proclaimed	a	0
proclivity	n	0
procnias	n	1
proconsul	n	0
procreate	v	0
procrustes	n	1
proctalgia	n	0
proctitis	n	0
proctocele	n	0
proctology	n	0
proctor	nv	0
procumbent	a	0
procurable	a	0
procural	n	0
procurance	n	0
procurator	n	0
procure	v	0
procurer	n	0
procuress	n	0
procyon	n	1
procyonid	n	0
prod	nv	0
prodding	n	0
prodigal	an	0
prodigally	r	0
prodigious	a	0
prodigy	n	0
prodroma	n	0
prodromal	a	0
prodrome	n	0
prodromic	a	0
produce	nv	0
producer	n	0
product	n	0
production	n	0
productive	a	0
proenzyme	n	0
prof	n	0
profane	av	0
profaned	a	0
profanely	r	0
profanity	n	0
profess	v	0
professing	n	0
profession	n	0
professor	n	0
proffer	nv	0
proficient	a	0
profile	nv	0
profiling	n	0
profit	nv	0
profitable	a	0
profitably	r	0
profiteer	nv	0
profitless	a	0
profits	n	0
profligacy	n	0
profligate	an	0
profound	a	0
profoundly	r	0
profundity	n	0
profuse	a	0
profusely	r	0
profusion	n	0
progenitor	n	0
progeny	n	0
progeria	n	0
progestin	n	0
prognathic	a	0
progne	n	1
prognosis	n	0
prognostic	an	0
program	nv	0
programing	n	0
programma	n	0
programme	nv	0
programmer	n	0
progress	nv	0
prohibit	v	0
prohibited	a	0
project	nv	0
projected	a	0
projectile	an	0
projecting	a	0
projection	n	0
projector	n	0
prokaryote	n	0
prokayotae	n	1
prokhorov	n	1
prokofiev	n	1
prolactin	n	0
prolamine	n	0
prolapse	nv	0
prolapsus	n	0
prolate	a	0
prole	n	0
prolepsis	n	0
prolific	a	0
proline	n	0
prolix	a	0
prolixity	n	0
prolixness	n	0
prolog	n	1
prologise	v	0
prologize	v	0
prologue	n	0
prologuize	v	0
prolong	v	0
prolonge	n	0
prolonged	a	0
prolusion	n	0
prolusory	a	0
prom	n	0
promenade	nv	0
prometheus	n	1
promethium	n	0
prominence	n	0
prominent	a	0
promise	nv	0
promisee	n	0
promiser	n	0
promising	a	0
promisor	n	0
promissory	a	0
promo	n	0
promontory	n	0
promote	v	0
promoter	n	0
promotion	n	0
promotive	a	0
prompt	anv	0
promptbook	n	0
prompter	n	0
prompting	n	0
promptly	r	0
promptness	n	0
promulgate	v	0
pronate	v	0
pronation	n	0
pronator	n	0
prone	a	0
proneness	n	0
prong	n	0
prongbuck	n	0
pronged	a	0
pronghorn	n	0
prongy	a	0
pronk	v	0
pronominal	an	0
pronoun	n	0
pronounce	v	0
pronounced	a	0
pronto	r	0
pronucleus	n	0
proof	nv	0
proofed	a	0
proofread	v	0
prop	nv	0
propaganda	n	0
propagate	v	0
propagator	n	0
propanal	n	0
propane	n	0
propanol	n	0
propanolol	n	0
propanone	n	0
propel	v	0
propellant	an	0
propellent	an	0
propeller	n	0
propelling	a	0
propellor	n	0
propenal	n	0
propene	n	0
propenoate	n	0
propensity	n	0
proper	a	0
properly	r	0
properness	n	0
propertied	a	0
property	n	0
prophase	n	0
prophecy	n	0
prophesier	n	0
prophesy	v	0
prophet	n	0
prophetess	n	0
prophetic	a	0
prophets	n	1
prophyll	n	0
propitiate	v	0
propitious	a	0
propjet	n	0
propman	n	0
proponent	n	0
proportion	nv	0
proposal	n	0
propose	v	0
proposer	n	0
propositus	n	0
propound	v	0
proprietor	n	0
propriety	n	0
props	n	0
propulsion	n	0
propulsive	a	0
propyl	n	0
propylene	n	0
prorate	v	0
proration	n	0
prorogue	v	0
prosaic	a	0
proscenium	n	0
prosciutto	n	0
proscribe	v	0
proscribed	a	0
prose	n	0
prosecute	v	0
prosecutor	n	0
proselyte	n	0
proserpina	n	1
proserpine	n	1
prosily	r	0
prosimian	n	0
prosimii	n	1
prosiness	n	0
prosodic	a	0
prosodion	n	0
prosody	n	0
prosom	n	1
prosopis	n	1
prosopium	n	1
prospect	nv	0
prospector	n	0
prospectus	n	0
prosper	v	0
prospering	a	0
prosperity	n	0
prosperous	a	0
prostate	an	0
prostatic	a	0
prostheon	n	0
prosthesis	n	0
prosthetic	a	0
prosthion	n	0
prostigmin	n	1
prostitute	nv	0
prostrate	av	0
prostyle	a	0
prosy	a	0
protamine	n	0
protanopia	n	0
protanopic	a	0
protea	n	0
proteaceae	n	1
proteales	n	1
protean	a	0
protease	n	0
protect	v	0
protected	a	0
protection	n	0
protective	a	0
protector	n	0
protege	n	0
protegee	n	0
proteidae	n	1
protein	n	0
proteinase	n	0
proteles	n	1
proteome	n	0
proteomics	n	0
proteosome	n	0
protest	nv	0
protestant	an	0
protester	n	0
proteus	n	1
prothorax	n	0
protirelin	n	0
protist	n	0
protista	n	1
protistan	n	0
protium	n	1
protoavis	n	0
protocol	n	0
protoctist	n	0
protoheme	n	0
protohemin	n	0
protology	n	0
proton	n	0
protoplasm	n	0
protoplast	n	0
prototypal	a	0
prototype	n	0
prototypic	a	0
protozoa	n	1
protozoal	a	0
protozoan	an	0
protozoic	a	0
protozoon	n	0
protract	v	0
protracted	a	0
protractor	n	0
protropin	n	1
protrude	v	0
protruding	a	0
protrusile	a	0
protrusion	n	0
protrusive	a	0
protura	n	1
proturan	n	0
proud	a	0
proudhon	n	1
proudly	r	0
proust	n	1
proustian	a	1
provable	a	0
provably	r	0
prove	v	0
proved	a	0
proven	a	0
provenance	n	0
provencal	an	0
provence	n	1
provender	n	0
proventil	n	1
provera	n	1
proverb	n	0
proverbial	a	0
proverbs	n	1
provide	v	0
providence	n	0
provident	a	0
provider	n	0
province	n	0
provincial	an	0
provirus	n	0
provision	nv	0
provisions	n	0
proviso	n	0
provisory	a	0
provitamin	n	0
provo	n	1
provoke	v	0
provoked	a	0
provoker	n	0
provoking	a	0
provos	n	1
provost	n	0
prow	n	0
prowess	n	0
prowl	nv	0
prowler	n	0
prox	a	0
proxemics	n	0
proxima	n	1
proximal	a	0
proximate	a	0
proximity	n	0
proximo	a	0
proxy	n	0
prozac	n	1
prude	n	0
prudence	n	0
prudent	a	0
prudential	a	0
prudently	r	0
prudery	n	0
prudish	a	0
prudishly	r	0
prune	nv	0
prunella	n	1
pruner	n	0
pruning	n	0
pruno	n	0
prunus	n	1
prurience	n	0
pruriency	n	0
prurient	a	0
pruriently	r	0
prurigo	n	0
pruritus	n	0
prussia	n	1
prussian	an	1
pry	nv	0
prying	an	0
pryingly	r	0
ps	n	1
psa	n	1
psalm	nv	0
psalmist	n	0
psalmody	n	0
psalms	n	1
psalter	n	1
psalterium	n	0
psaltery	n	0
psammoma	n	0
psenes	n	1
psephology	n	0
psephurus	n	1
psetta	n	1
pseud	n	0
pseudacris	n	1
pseudechis	n	1
pseudemys	n	1
pseudo	an	0
pseudobulb	n	0
pseudocarp	n	0
pseudonym	n	0
pseudopod	n	0
pseudoryx	n	1
psf	n	1
psi	n	0
psidium	n	1
psilocin	n	0
psilocybin	n	0
psilophyte	n	0
psilopsida	n	1
psilosis	n	0
psilotales	n	1
psilotatae	n	1
psilotum	n	1
psithyrus	n	1
psittacula	n	1
psittacus	n	1
psoas	n	0
psocid	n	0
psocidae	n	1
psocoptera	n	1
psophia	n	1
psophiidae	n	1
psoralea	n	1
psoriasis	n	0
pst	n	1
psyche	n	0
psychiatry	n	0
psychic	an	0
psychical	a	0
psycho	n	0
psychodid	n	0
psychology	n	0
psychopath	n	0
psychopomp	n	0
psychopsis	n	1
psychosis	n	0
psychotic	an	0
psychotria	n	1
psylla	n	0
psyllid	n	0
psyllidae	n	1
psyllium	n	0
psyop	n	0
pt	n	1
ptah	n	1
ptarmigan	n	0
pteretis	n	1
pteridium	n	1
pteriidae	n	1
pterion	n	0
pteris	n	1
pternohyla	n	1
pterocarya	n	1
pterocles	n	1
pterois	n	1
pteropogon	n	0
pteropsida	n	1
pteropus	n	1
pterosaur	n	0
pterygium	n	0
ptloris	n	1
pto	n	1
ptolemaic	a	1
ptolemy	n	1
ptomain	n	0
ptomaine	n	0
ptosis	n	0
ptsd	n	1
ptyalin	n	0
ptyalise	v	0
ptyalism	n	0
ptyalith	n	0
ptyalize	v	0
ptyas	n	1
ptychozoon	n	1
pu	n	1
pub	n	0
pubertal	a	0
puberty	n	0
puberulent	a	0
pubes	n	0
pubescence	n	0
pubescent	a	0
pubic	a	0
pubis	n	0
public	an	0
publically	r	0
publican	n	0
publicise	v	0
publicised	a	0
publiciser	n	0
publicist	n	0
publicity	n	0
publicize	v	0
publicized	a	0
publicizer	n	0
publicly	r	0
publish	v	0
published	a	0
publisher	n	0
publishing	n	0
puccini	n	1
puccinia	n	1
puccoon	n	0
puce	n	0
puck	n	0
pucka	a	0
pucker	nv	0
puckerbush	n	0
puckish	a	0
puckishly	r	0
pud	n	0
pudding	n	0
puddle	nv	0
puddler	n	0
pudendal	a	0
pudendum	n	0
pudge	n	0
pudginess	n	0
pudgy	a	0
puebla	n	1
pueblo	n	0
pueraria	n	1
puerile	a	0
puerility	n	0
puerpera	n	0
puerperal	a	0
puerperium	n	0
puff	anv	0
puffball	n	0
puffbird	n	0
puffed	a	0
puffer	n	0
pufferfish	n	0
puffery	n	0
puffin	n	0
puffiness	n	0
puffing	n	0
puffinus	n	1
puffy	a	0
pug	n	0
pugilism	n	0
pugilist	n	0
pugilistic	a	0
pugin	n	1
puglia	n	1
pugnacious	a	0
pugnacity	n	0
puissance	n	0
puissant	a	0
pujunan	n	1
puka	n	0
puke	nv	0
puking	n	0
pukka	a	0
puku	n	0
pul	n	0
pula	n	0
pulasan	n	0
pulassan	n	0
pule	v	0
pulex	n	1
pulicaria	n	1
pulicidae	n	1
pulitzer	n	1
pull	nv	0
pullback	n	0
puller	n	0
pullet	n	0
pulley	n	0
pulling	n	0
pullman	n	1
pullout	n	0
pullover	n	0
pullulate	v	0
pulmonary	a	0
pulmonata	n	1
pulmonic	a	0
pulp	nv	0
pulpiness	n	0
pulpit	n	0
pulpwood	n	0
pulpy	a	0
pulque	n	0
pulsar	n	0
pulsate	v	0
pulsatilla	n	1
pulsation	n	0
pulse	nv	0
pulseless	a	0
pulsing	n	0
pulverise	v	0
pulverised	a	0
pulverize	v	0
pulverized	a	0
puma	n	0
pumice	nv	0
pummel	v	0
pummelo	n	0
pump	nv	0
pumpkin	n	0
pun	nv	0
punch	nv	0
punchayet	n	0
punchball	n	0
punchboard	n	0
puncher	n	0
punctilio	n	0
punctual	a	0
punctually	r	0
punctuate	v	0
punctum	n	0
puncture	nv	0
punctured	a	0
pundit	n	0
pung	n	0
pungapung	n	0
pungency	n	0
pungent	a	0
pungently	r	0
punic	an	0
punica	n	1
punicaceae	n	1
punily	r	0
puniness	n	0
punish	v	0
punishable	a	0
punished	a	0
punishing	a	0
punishment	n	0
punitive	a	0
punitively	r	0
punitorily	r	0
punitory	a	0
punjab	n	1
punjabi	n	1
punk	an	0
punkah	n	0
punkey	n	0
punkie	n	0
punks	n	0
punky	n	0
punnet	n	0
punning	n	0
punster	n	0
punt	nv	0
punter	n	0
punting	n	0
puny	a	0
pup	nv	0
pupa	n	0
pupal	a	0
pupate	v	0
pupil	n	0
pupillary	a	0
puppet	n	0
puppeteer	n	0
puppetry	n	0
puppis	n	1
puppy	n	0
puppyish	a	0
puppylike	a	0
purace	n	1
purana	n	1
puranic	a	1
purau	n	0
purblind	a	0
purcell	n	1
purchase	nv	0
purchaser	n	0
purchasing	n	0
purdah	n	0
pure	a	0
pureblood	an	0
purebred	an	0
puree	nv	0
purely	r	0
pureness	n	0
purgation	n	0
purgative	an	0
purgatory	n	0
purge	nv	0
purging	an	0
purifier	n	0
purify	v	0
purifying	a	0
purim	n	1
purine	n	0
purinethol	n	1
purism	n	0
purist	n	0
puritan	n	0
puritanic	a	0
puritanism	n	1
purity	n	0
purkinje	n	1
purl	nv	0
purlieu	n	0
purloin	v	0
purloo	n	0
purple	anv	0
purpleness	n	0
purplish	a	0
purport	nv	0
purpose	nv	0
purposeful	a	0
purposely	r	0
purposive	a	0
purpura	n	0
purpurate	v	0
purr	nv	0
purse	nv	0
purser	n	0
purslane	n	0
pursual	n	0
pursuance	n	0
pursue	v	0
pursued	an	0
pursuer	n	0
pursuing	a	0
pursuit	n	0
pursy	a	0
purulence	n	0
purulency	n	0
purulent	a	0
purus	n	1
purvey	v	0
purveyance	n	0
purveyor	n	0
purview	n	0
pus	n	0
pusan	n	1
pusey	n	1
puseyism	n	1
push	nv	0
pushan	n	1
pushball	n	0
pushcart	n	0
pushchair	n	0
pusher	n	0
pushful	a	0
pushiness	n	0
pushing	n	0
pushkin	n	1
pushover	n	0
pushpin	n	0
pushtun	n	1
pushup	n	0
pushy	a	0
puss	n	0
pussley	n	0
pussly	n	0
pussy	an	0
pussycat	n	0
pussyfoot	v	0
pussytoes	n	0
pustulate	a	0
pustule	n	0
put	nv	0
putamen	n	0
putin	n	1
putoff	n	0
putout	n	0
putrajaya	n	1
putrefy	v	0
putrescent	a	0
putrescine	n	0
putrid	a	0
putridity	n	0
putridness	n	0
putsch	n	0
putt	nv	0
puttee	n	0
putter	nv	0
putterer	n	0
putting	n	0
putty	nv	0
puttyroot	n	0
putz	n	0
puzzle	nv	0
puzzled	a	0
puzzlement	n	0
puzzler	n	0
puzzling	a	0
pva	n	1
pvc	n	1
pwr	n	1
px	n	1
pya	n	0
pyaemia	n	0
pyaemic	a	0
pycnidium	n	0
pycnogonid	n	0
pycnosis	n	0
pycnotic	a	0
pydna	n	1
pyelitis	n	0
pyelogram	n	0
pyemia	n	0
pyemic	a	0
pygmalion	n	1
pygmy	n	0
pygopus	n	1
pygoscelis	n	1
pyinma	n	0
pyjama	n	0
pyknic	a	0
pyknosis	n	0
pyknotic	a	0
pyle	n	1
pylodictus	n	1
pylon	n	0
pyloric	a	0
pylorus	n	0
pynchon	n	1
pyocyanase	n	0
pyocyanin	n	0
pyogenic	a	0
pyongyang	n	1
pyorrhea	n	0
pyorrhoea	n	0
pyracanth	n	0
pyracantha	n	1
pyralid	n	0
pyralidae	n	1
pyralis	n	1
pyramid	nv	0
pyramidal	a	0
pyramidic	a	0
pyramiding	n	0
pyrausta	n	1
pyre	n	0
pyrectic	an	0
pyrene	n	0
pyrenees	n	1
pyrethrum	n	0
pyretic	a	0
pyrex	n	1
pyrexia	n	0
pyridine	n	0
pyridium	n	1
pyridoxal	n	0
pyridoxine	n	0
pyrilamine	n	0
pyrimidine	n	0
pyrite	n	0
pyrites	n	0
pyrogallic	a	0
pyrogallol	n	0
pyrogen	n	0
pyrogenic	a	0
pyrogenous	a	0
pyrograph	n	0
pyrography	n	0
pyrola	n	0
pyrolaceae	n	1
pyrolatry	n	0
pyrolignic	a	0
pyrolusite	n	0
pyrolysis	n	0
pyrolytic	a	0
pyromancer	n	0
pyromancy	n	0
pyromania	n	0
pyromaniac	n	0
pyrometer	n	0
pyrope	n	0
pyrophobia	n	0
pyrophorus	n	1
pyroscope	n	0
pyrosis	n	0
pyrostat	n	0
pyrotechny	n	0
pyroxene	n	0
pyroxylin	n	0
pyroxyline	n	0
pyrrhic	an	0
pyrrhotine	n	0
pyrrhotite	n	0
pyrrhula	n	1
pyrrhus	n	1
pyrrophyta	n	1
pyrrosia	n	1
pyrularia	n	1
pyrus	n	1
pythagoras	n	1
pythia	n	1
pythiaceae	n	1
pythias	n	1
pythium	n	0
pythius	n	1
python	n	0
pythoness	n	0
pythonidae	n	1
pythoninae	n	1
pyuria	n	0
pyx	n	0
pyxidium	n	0
pyxie	n	0
pyxis	n	0
